userName,content,score
Mavessa Morraine,"aplikasinya berat, jadwal konsul saya tadi berubah², pas dibatalin gabisa, pas mau daftar lagi gabisa. menyusahkan sekali",1
gani irham,sangat membantu,5
Ryan Setiawan,apaansi kendala mulu kocak,1
Akbar Nasuha,busuk,1
Pipih Sumanti,semoga bisa di ajak kerja smaa demi kesehatan penduduk Indonesia yaa karena kami akan taat bayar iuran nya,5
Coki Juli,"kenapa kalau mau buka mita registrasi terus. trus registrasi pun selalu jawaban selalu pasword salah. padahal identitas gak pernah ganti, pasword gak pernah ganti,",1
Heni Rochimah,aplikasi kureng awal daftar kan pake no hp sama email pas verifikasi bilang no hp kosong,1
Rahmat Rahmat,"aplikasi mobile jkn emang parah,lah akun sya tiba2 kluar aja.aku mau msk ulng dengan semua yg ada di KK saya TPI tetap saja gagal terus.kis saya pun tiba2 ngk aktif padahal saya rajin periksa dalm satu bulan biasa 1-2kli periksa TPI tiba2 kartu saya ngk bisa digunakan dan anehnya desil saya masih desil 1",1
Aizzan RaQila,"aplikasi yang buruk tidak bisa login. di update bukan makin bagus, malah tambah loading lama banget. kode otp tidak masuk baik lewat SMS atau email",1
adnan yusuf,"aplikasi nya ribet, kenapa di negara ini apa apa dipersulit",1
Kkzodzz,rata aplikasi pemerintah tolol semua Dev nya pada bego di bikin sulit aja yg sakit,5
indira azka,adminitrasi jadi lebih mudah,5
kristina rachmaningsih,ok,5
Obat Sapi,mau daftar aja ribet.. otp sms gak masuk2..,1
Kristian Restu,mantapp aplikasi bagus dan cepat akurat,5
Tianuansa Pinem,"gw bela""in y daftarin mulai jam 5 sore sampai jam 11 malam tapi kode ny g keluar"" sialan mulai smlm loh padahal sinyal ok kartu Masi aktif ini apk mau ny apa si udah sakit si ini yg bikin apk nya stres lu",1
Banggoea Sibarani,ok,5
Ahmad Yuskhan,Alhamdulillah smoga jadi asbab hidayah,5
Agung Tirta,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
Siti Muqodimah,mudah untuk mendaftar,5
Jeane Rumagit,Good,5
Mang Ayi,"siapa di sini ""tersiksa"" karena pendaftaran,",2
Bang Genjo,lebih mudah dan praktis,5
Yana Suryana,aplikasi nya sangat membantu saya,5
Sopidah,ok,5
Abah Safii,apk tidak berguna tidakbisa login.,1
Hans Sartono,pelayanan buruk,1
maualana,gak guna ini aplikasi daftar akun saja gak bisa udah dicoba berkali-kali masih tak bisa,1
Kelvin Ferdianto,g bisa daftar kenapa? kesalahan terus??,1
KAI LAWRENCE,"lemot, banyak bug",1
albar 86,nice dan mudah digunakan,5
Aguna Akira,"aplikasi kok susah banget dipakainya, bukannya memudahkan malah susah digunakan",1
amelia sharapova,Kode OTP gak kekirim kirim ini tolong diperbaiki soalnya saya udah 4 hari mau daftar gak bisa bisa,1
Abdul Manaf,kalo Uda verifikasi sekali sehrsnya Uda bisa. ini masa berulang x kode otp minta kirim ulang,1
Anggun Nurmalasari,sangat membantu,5
Clarrisa Rahma Aida,"kode otp sms nggak masuk masuk padahal kuota ada wifi ada tapi tetep nggak masuk, mana pas harus nulis nik katanya ada masalah lah dengan data di dukcapil",1
Dina Lestari,sanggat baik,5
Sinta,bagus,5
OKI #07,"knp kode otp sms nya ga dikirim"" udh 2 hari nunggu dan di ulang"" trus tetep gabisa",1
Mulki Prihandoko,ini yang bikin Aplikasi pihak Vendor atau punya orang Develope sendiri sih ???? BURUK banget !!! masih jauh lebih baik Aplikasi yg di buat anak SMP !!!!! kita ini BAYAR loh ! pdhl seharusnya Negara yg perhatian kpd masyarakatnya tanpa sepersenpun !,1
Mahersakha31 Maher,sangat membantu,5
Adhie Pallawagau,nomor Hp tidak bisa di Update.,5
serly yani,sangat membantu terimakasih Mobile JKN,5
Ariyanti Rochmaniah,"aplikasi gajelasssss, kalo mau cek apa apa harus masuk dulu tapi pas daftar malah ga bisa , alasannya cek jaringan, jaringan bapak kauu, jaringanku ada wifi ada data hape aktif semua lancar semua emang dasar aplikasi nya aja yang bapukk gajelassss",1
Sahril,"Saya mengusulkan penambahan tombol “Hapus Riwayat” pada menu “Pengaduan Layanan JKN” di aplikasi Mobile JKN yang memungkinkan pengguna menghapus riwayat pengaduan dari tampilan akun agar lebih rapi dan nyaman digunakan, dengan ketentuan data tetap dapat disimpan pada sistem internal BPJS Kesehatan untuk keperluan administrasi dan audit.",4
Agustina Suryaningsih,"bisa"" nya mau ngambil no antrean gabisa terus. tulisannya no rekam medis belom terdaftar padahal tiap periksa ke puskesmas yg sama karna faskes 1 nya disitu. tolong di perbaiki lah. entah bug atau sistemnya itu kenapa bisa ga sinkron kaya gitu.",1
lovey,tolong yang tanggung jawab kalo bikin aplikasi. menyulitkan hidup!,1
Mita Mita,lemot bngt ga guna eror ngeleg tolong di perbaiki sebelum saya hack mksh,1
William Conna,Tidak bisa login padahal password dan captcha sudah benar 👎🏼,1
Hendra Supriatna,aplikasi tolol kode captha selalu salah kalo gak bisa bikin aplikasi jangan bikin,1
MsTIKA Syahnur,sering d suruh masuk/log in kembali. tapi DIPERSULIT. GATCHA UDAH benar di masuk in tp tetap d anggap salah. padahal BIOMETRIK sudah terdaftar tp d bilang belum terdaftar. Gimana ini aplikasi? sekelas ini siapa yang punya sih!!!!!,1
Hayya Sofia,"aplikasi gangguan terus, salah captcha terossssss",1
Sumtinah,ok,5
Agustin Hartini,aplikasi menyusahkan kode cap salah terus padahal bener aneh,5
Abi Vebry,Apk ga jelas mau login aja susah bgt,1
Rama Hud Praditya,tiap login selalu ada keterangan login diperangkat lain.,1
Rachel Anastasia salvina,aplikasi aneh eror mulu udah bener masukin captahnya di bilang salah. aplikasi pemerintah macem apa ini jelek banget,1
HERY DODI,tidak bisa masuk aplikasi. capta selalu salah. mohon infonya admin,3
Asep Sunarya,suka logout sendiri dan susah masuk,2
David Saputra,mntap,5
Rohemi Semi,mantap,5
olyvyl stevanus,aplikasi koplak jaringan ada tapi g bisa bisa masuk,1
Nmala Hassan,lemot parah,1
Faizal Richi,lemot. gak jelas.,1
Khusnul Khotimah,"ini servernya kecil yaa??? jaringan bagus tapi masuk aja susah betul, ini juga kenapa sering sesi habis padahal kan kita login juga di satu hp ga ganti², tolong di perbaiki dong!!!",5
Na Nana,aplikasinya sering bug,2
Mico Pratama,"aplikasi cacat, bug, menyusahkan, korup, mempersulit orang sakit, dzolim",1
Kevyn 353,kok gak bisa di buka!?,1
Robbie Yang,APLIKASI SAMPAH!!! KENAPA SIH HARUS GANTI PASSWORD TERUS?!? BIKIN SUSAH AJA!!! PAS MAU DIPAKE LUPA!!! NYUSAHIN BANGET!!! BENER² MEMPERSULIT!!! DEVELOPER NOOB!!!,1
Rendy_,error,1
H i r o,"Ini apk kenapa sih, udah 1 bulan yg lalu log out sendiri dan waktu mau login ulang tidak bisa. SUDAH 1 BULAN BERLALU DAN TIDAK ADA KEJELASAN SOAL INI, SUDAH BERULANG KALI UNINSTALL DAN INSTAL TETAPI TETAP TIDAK BISA LOGIN, APK PEMERINTAHAN TAPI BUSUK SEKALI. MENYUSAHKAN!!!!",1
Reka Yudi Permana,sangat bermanfaat dan mudah digunakan,5
Samuel Missa,TERLALU BAGUS,5
Arif Salam,minta kode verifikasi pake pulsa segala ampun masih kurang aja nguras duit rakyat,1
Andi Abdul,sangat membantu,5
Bobby Andrianto,sangat membantu,5
Linda Lisnawati,"udah bayar tapi status bayar nya masih non aktif, aplikasi nya jelek ga usah di pake",1
Aldy 911,sangat mudah,5
Ad Djunaed,"aplikasi gagal selalu bug error sudah di resmikan tidak layak di gunakan KLO hanya menyulitkan dan menyusahkan yg buat aplikasi jkn mobile orangnya mungkin terlalu pintar, terlalu pintar menyusahkan dan menyulitkan masyarakat",1
Maulidatul Anindia,"kenapa ambil antrian tidak bisa??, woi pegawainnya lagi tidur ap gimana nih weii.... 😠😠😠",1
Iwan 02,membantu sekali,4
Ayu Novi Hastuti,baik,5
Chindy 24,update Mulu. bikin memori penuh,5
Ali Rafsanjani,aplikasi babi login aja susah,1
Kaharuddin Kahar,mantap,5
Ardhan Al gifari,sangat membantu,5
Grey King,"kalo ngga niat bantu mending jangan bikin aplikasi deh, ngapain cuma ngehamburin anggaran doank..",1
Evi Ratnawati,sangat membantu,5
Vito Renanda,"seperti biasa, app pemerintah selalu kendala di OTP",1
Cahyawati Mugiono,"petugasnya ok, bertanggungjawab. Terimakasih.",5
mujahidah,Sangat membantu dan sangat mudah digunakan,5
Khairunnisa Siregar,aplikasi problematik,1
Yani Mulyani,Kenapa aplikasi mobile jkn tidak bisa di pasang,5
MythGlyph Official,"menghubungi petugas via WhatsApp pun yg jawab robot, padahal mau ganti nomor dan email yg udah gak aktif",1
Lili Shofia Nurimani,"tolong perbaiki lagi di fitur pengambilan antrian online di faskes tingkat pertama. tiap kali saya mau ambil antrian online untuk poli gigi dan mulut selalu ada tulisan ""Maaf kuota online sudah habis, silahkan daftar di hari berikutnya - F1"" padahal udah daftar di pagi hari jam 07:30 pas baru buka sama daftar 1 hari sebelum tanggal pemeriksaan. udah menyampaikan keluhan lewat pengaduan layanan jkn eh malah tanggapannya bukan sama masalah ini. tolong perbaiki lagi aplikasinya",1
hamra hamra,mudah untuk digunakan dan sangat membantu,5
Erwan Erwan,oke sangat membantu,5
Lena Herlina,"kenapa sih setiap kali mau kontrol di rs selalu bermasalah stik jari ga masuk, di photo ga masuk aneh deh 😏😏😏",4
Hanif fiyah,"Apk apaaan dah masa mau daftar aja susah banget, mogok lagi apknya dalam seminggu ku coba. udahlah pengen berobat cepet cepet ke dokter spesialis tapi ada aja masalahnyaaa. plis lahh kalau bikin apk kesehatan tuh yang masuk akal dikit lahh, jangan bikin orang ribet dan ketunda terus buat konsul ke dokter spesialials.",1
Prastya dani Dani,bagus banget aplikasinya sampe² kode OTP nya gak muncul²,5
Rey Febryan,APLIKASI GAK JELAS UDH DI COBA COBA OTP MALAH GA MASUK MASUK TOLOG SISTEM NYA DI EVALUASI LAGI DONGGGG!!!,1
Anisa Palungan,Tolong di perbaiki lagi untuk verifikasi nomor telepon TDK ad kode otp yang masuk sdh 3 kali sya buat TPI TDK ad kode otp trus malah di blg TDK bapat di proses😤😤,1
Alejandro S,akses mudah dan cepat,5
Ela Purnamasari,kirim otp ke sms ga masuk masuk.ke email juga ga masuk masuk.entahlah,1
Resa Ristiyanti,sangat puass,5
Iky Evan,macemana pula ini ternyta bukan cuman manusia aja yang nanti di sogok baru bisa di bantu aplikasi juga seperti itu di kasih bintang 5 dulu baru bisa regist...sunggu terlalu dunia ini🤭🤭,5
Imam Zaenudin,hp ku g pernah di root tp kenapa apk mendeteksi root di hp saya,1
Kiaa Novia,"aplikasi yang ribet, mau login aja susahnya minta ampun. selalu ada kata offline, padahal kuota ada, jaringan bagus. tidak ada pusat bantuan jg di aplikasi jika ingin login.",1
Asep Saefuloh,sangat buruk,1
Dadin Ahmad Jamaludin,"kunaikan lagi bintangnya karena udh bisa masuk. walau awal sempat emosi tpi klo dh tau harus gimana jadi lumayan mudah. 1. kalo otp gk masuk pastikan no yg nerima aktif dan ada pulsa minimal 5 ribu. 2. saya sarankan untuk mendaftarkan dengan data pasien yg ingin di rawat agar bpjs nya langsung terbaca. 3. jika saat daftar yg sakit ibu tapi pas daftar ke aplikasi pake data anak kdang bpjs ibu atau anggota keluarga lain gk masuk, solusinya bikin akun baru aja menggunakan data ibu atau bapa.",5
Andi Syahputra,ok mantap,5
Febri Yanss,"setiap masuk ke antrean sinyal offline Mulu,padahal pake wifi lohh",1
Sanwani Sanwani,ga bisa dibuka susah sigunakn,1
Wahyu Eka putra,paan si mau masuk gk bisa bisa capca nya gk keluar keluar padahal kouta lancar wifi juga tapi tulisan nya offline anehhhhhh,2
Martha Lalenoh,"Bukannya mempermudah, tapi mempersulit. Kode otp via SMS tidak masuk masuk! sudah isi pulsa ttp gak masuk kodenya!",1
rdx renmaur,terbaik,5
Silviap,membantu sekali,5
M Habibullah Ihsan,Logout sendiri,1
Alvinsyah rizky Septiawan,ini ko pake verifikasi muka ya buat daftar akun JKN doang?,1
Satrya One,bagus,5
iBot メ KNG,APLIKASI MEMPERSULIT HIDUP NUNGGU OTP SMS AJA GA MASUK MASUK ANEH GILIRAN LEWAT EMAIL MASUK GAJELAS MALAH MENYULITKAN ORANG YANG MAU BEROBAT,1
Perbowo Cahyo,hari ini masuk aplikasinya bisa besok harus login ulang gitu aja terus,3
Abror Singahara,Sangat bermanfaat lanjutken..👍👍,5
Syarif Hidayat,koq udah d batalkan nggk bisa ambil jadwal lagi dan nggk bisa ubah jadwal nya,1
ayi avayerd,mohon diperbaiki. tidak bisa pilih peserta untuk ambil nomor antrian. pdahal semua perserta di kk sudah terdaftar di bpjs. ini berlaku buat android 16. dan saya telah mencoba di beberapa hp dngan sistem android 16,3
Aang Hermawan,apknya sangat membantu terima kasih,5
El Ridho,"ribet dan susah bikin akun, satu keluarga gaada yg pernah bikin bpjs pas daftar peserta baru dibilangnya anggota keluarga sudah ada yg daftar, gaguna",1
Fajar Restu subakti,"DAFTAR AJA SUSAH,GIMANA MAU NOLONGIN RAKYAT.!!!! APA MASIH KURANG ANGGARAN BUAT KESEHATAN.??? BUAT AKSES AWAL AJA MASIH PERLU BANYAK PERBAIKAN. INI FATAL SEKALI KALO APLIKASINYA RUSAK,GIMANA RAKYAT MAU DAPT AKSES KESEHATAN.!!!!!",5
Agus Salim,kk kode riferral sy berpa ini..?,5
Nini sartinie,ok,5
M Abi Ghadafi,"Tolonglah sekelas aplikasi pelayanan masyarakat masa kaya gini kualitasnya, saya sudah coba berkali- kali untuk verifikasi data, tetapi kode otp sama sekali tidak dikirim. jangan mempersulit warga sipil !!!",5
Khodijatul Masy,oprasional terbaik,5
Marhassan Husein,terimakasih kepada delvover pembuat aplikasi ini sangatlah membantu,5
Ovid Ovilia,Pertahankan 👍,5
Aditya Dps,ok,5
Hindarto 93,bagus,5
Isyra Jafar,baik,5
Saprudin Rini,kode Referral,5
Eka Alif,"kenapa sih tiap buka tuh logout sendiri terus,, ngerepotin tiap mau pake harus login lagi",1
Ali,"kode OTP kok gak kekirim kirim sih padahal nomornya masih aktif tapi susah bangettt!! TOLONG FONG DIPERBAIKI, MASA MEMPERSULIT MASYARAKAT GINI SIHHH",1
Firnad Alhadi,sangat susah mencari surat rujukan digital,2
Allysa Farhana,"tolong dong jkn saya mau daftar tapi terkendala di nomor telponnya padahal internet bagus dan lancar"" aja. niat mau mempercepat dan mempermudah malah lebih sulit!! tolong di perbaiki!",2
STZ family,"semua masalah masih sama,, menunggu verifikasi otp nomor handphone...",1
Amelia Yulianti,mengapa saya tidak dapat otp sms padahal sinyal dan segala sesuatu bagus,5
galang bagus,mantap,5
Muhamad Diky bagus aridzono. Diky,mau mendaftarkan tapi keadaan muka tidak bisa gerak di suruh scan wajah terus,1
Bagas Pratama,"waktu awal masukin nomor handphone udah benar nomor handphone milik sendiri, tapi saat melakukan verifikasi untuk membuka fitur ternyata nomor handphone yang masuk bukan nomor handphone milik sendiri, tolong segera diperbaiki, jangan gajelas begitu kalau ngelola aplikasi",1
Doni Bernado,baik dan sangat membantu,5
Saluji Ozie,"mobile jkn emang mantab, semoga jkn tetap jaya",5
Rahman Sah,terima kasih atas pelayanya,5
Sindy Arahmah,ok,5
Budi Supriyadi,"aplikasi apaan ini sgtvburuk kecewa bgt mau msa tiap bulan harus apred dlu..parah Sush LG kg BS cm muter""aj pdhl pke wifi..knp si Sush bgt .",1
Tomos ojahan sihombing,so good,5
Hariyanto,good,5
nazmi MuiZ,mana verifikasi nya,1
poh king,ok,5
Sasman Yamaha,mnatap,5
Podcast14 Viral,mohon untuk aplikasi ini jangan terlalu eror dan saya mohon jangan buat kita daftar ulang ulang lagi,5
Robbi Anto66,"aplikasi taikk,mau daftar kok di persulit anjir",1
Ahmad Dani321,aplikasi lelet keburu mati inimah,1
Badaruddin Basir Channel,"Sangat mengecewakan karena tidak sinkron antara aplikasi dengan klinik, sy datang berdasarkan info aplikasi, masih ada sekitar 9 antrian didepan, ternyata setelah tiba antriannya sudah lewat. harus nunggu lama lagi.",2
Hardi Putra,ini aplikasi membunuh orang kalo gak bisa buat aplikasi lebih sederhana dan berfungsi lebih baik jangan buat.. . sudah SETAHUN coba daftar GAGAL di no telp. sekarang saya sakit dan RS nolak and rekomendasi menggunakan aplikasi yang TIDAK BERFUNGSI. tolong perbaiki atau hilangkan saja kalau tidak,1
Achmad Kusmayadi,mudah cepat is the best,5
rafik alamin,sangat membantu & bermanfaat,5
Santuy Tenan,kok aplikasi ini jadi error,2
Mas Susanto,mudah di gunakan mantap,4
Davied Juventini,sangat membantu,5
Melkior Rio,ngasih bintang 5 biar lancar😁,5
Candra Fauzi,"mau bayar BPJS mandiri aja susah, pake segala ditangguhkan, ga bisa bayar, ga guna, apalagi yg ditanggung pemerintah",1
Gaja Yana,kenapa suka terkeluar sendiri udah bagus2 bisa dipakai kenapa terkeluar sendiri parah menyusahkan nenek2 lansia. klu belum siap jgn pake aplikasi untuk lansia. sok keras dengan peraturan tapi minim perbaikan,1
Nidiy Rays,mantap...,5
Cinthya Go,Tidak bisa login,1
Denna Saputra1,Aplikasi tidak berfungsi dengan baik. jelek banget..,1
Dwi Syafrizal,"mau login susah, gimana nih ? data udah bener, passwordnya juga. Kok masih gagal login ?🗿",1
Ade rendy irawan,apk sampah,1
Adhe Jayyusman,"tolong dong diperbaiki. susah bangett mau daftar aja ,",1
Shandy OE18,Aplikasinya mudah d gunakan,5
BLG__ -WGT-,aplikasinya masih ngebug saya udah masukin nik dan lain2 kirain data diri kena save ternyata setiap buka harus daftar lagi dan lagi apa ini aplikasi.,3
Nova Noviani,semoga semakin bagus dan tidak di persulit,5
Wiratama Altan Abinaya,boleh lah,5
Machfud cilegon,terima kasih sudah membantu administrasi pengobatan,4
Nur Muhammad Ibrahim,kadang akun nya bisa keluar sendiri jadi harus masuk daftar ulangg,5
Rully Sabana,"Saya ngga pernah pindah FasKes, kenapa tiba-tiba nama saya terdaftar di FasKes lain sejak tanggal 1 Mei 2026? Padahal FasKes lain jaraknya jauh dan harus pakai kendaraan pribadi atau Taksi online, karena letaknya di dalam perumahan. Sedangkan FasKes sebelumnya jaraknya dekat dari rumah dan berada di pinggir jalan. Terima-kasih data saya bisa dipindahkan kembali ke faskes deket rumah, hanya saja saya harus menunggu tanggal 1 Juli 2026, sedangkan saya butuh hari ini ke faskes, dikarenakan infeksi",2
Fx Hermanto,Sangat memuaskan,5
Abdul Azis,identifikasi wajah sulit bikin software ny abal²,1
Delrey sihombing,bagus,5
Elfrida Restuana Janti,"Cuma mau bikin akun susahnya minta ampun deh, aplikasi bug dan eror terus.",1
megalodon Lolot,sangat membantu,5
Mina Alharomain,hp normal gak root kok dibilang root. kacau,1
joni subiantoro,"aplikasi gak jelas, mau daftar aja pake dipersulit,,,koneksi wifi bagus, koneksi selular juga bagus, tapi mau daftar malah gagal terus!!!",1
po Pes123,Mantap aplikasinya,5
Oktavia Rahayu,aku dulu ada BPJS kesehatan tapi membayar.aku. TDK sanggup membayar akhir nya tidak kubayar mungkin mati tidak aktif,1
Eddy ridwan Tabrani,mudah dimengerti.,5
Putar Bale,"TIDAK PERLU PAKAI LAYANAN PANDAWA DAN 165 KALAU SELALU DI ARAHKAN KE KANTOR CABANG, PAKAI APLIKASI JUGA TIDAK BISA MINTA OTP TIDAK DI KIRIM",1
Oky Triwidodo,"mantap , sangat membantu",5
Paul YG,"bayar terus, telat bayar ditagih terus..mau berobat ribet.. kalau sakit bagusnya pasrah aja sama Yang Maha Kuasa. daripada bayar iuran terus.",1
Eko Subiyakto,pelayanan sangat baik,5
paijo kolor ijo,susah sekali melakukan pendaftaran udah dicoba berulang ulang tetep gagal. klau belum mampu pake sistem online gak usah maksain lah. niat biar enak malah bikin susah,1
Nyimas khansa halid,aplikasi bnyk bug,1
Azzam Putra,sangat baik,5
ichsan djayadi,aplikasi merehsakan orang mau berobat malah di persulit,1
Anak Agung Made Dwi Antari 21,kebiasaannya aplikasi pemerintah menyulitkan penggunaan,1
Andriana Sulihin,sangat puas,5
emmin emmin,👍👍👍👍👍,5
Sigit Muktiyarta Estumandaya,uodate dan akurat info nya... good Job...👍👌,5
Aji Pangestu,sangat dipermudah sekarang perubahan faskes,5
Fangin Murta,bagus,5
Ryan Toni,ni aplikasi apaan sih..😮‍💨 mau daftar aja susah banget.. niat mempermudah apa mempersulit orang sih.. keburu isdead kalau orang sakit mah😮‍💨,1
Yudhi Sdi,mantap,5
Rezka Argan,aplikasi busuk mau daftar gabisa mulu,1
